@relation 'AMP_TestSet-weka.filters.unsupervised.attribute.NumericToNominal-R7,12-weka.filters.unsupervised.attribute.ClassAssigner-Clast'

@attribute FULL_Charge numeric
@attribute FULL_AcidicMolPerc numeric
@attribute FULL_AURR980107 numeric
@attribute FULL_DAYM780201 numeric
@attribute FULL_GEOR030101 numeric
@attribute FULL_OOBM850104 numeric
@attribute NT_EFC195 {0,1}
@attribute AS_MeanAmphiMoment numeric
@attribute AS_DAYM780201 numeric
@attribute AS_FUKS010112 numeric
@attribute CT_RACS820104 numeric
@attribute CLASS {0,1}

@data
0.5,11.236,1.042,76.989,0.996,-2.223,0,10.869,72.278,6.386,1.048,0
-3,19.048,1.162,78.333,1.008,-0.85,0,11.544,78.278,5.501,1.128,0
3.5,4.545,0.985,62.591,1.052,0.204,0,11.246,63.667,5.244,1.206,0
0,0,0.871,71.923,0.97,-3.922,0,15.181,71.923,4.509,1.594,0
-4,12.658,1.023,84.165,0.978,-2.951,0,11.095,74,6.634,1.126,0
9.5,4.762,0.902,68.762,0.971,-3.14,0,12.266,61.167,5.588,1.26,0
0,0,0.774,78.923,0.94,-3.227,0,16.53,78.923,6.078,1.4,0
7.5,2.326,0.916,78.209,1.035,-0.037,0,12.528,76.389,4.838,1.384,0
-1.5,15.385,1.154,79.923,1.023,-0.477,0,12.584,73.778,6.172,1.132,0
1,12.5,1.064,79.281,1.01,-1.11,0,12.563,83.722,5.271,1.073,0
-6,40,1.279,79.333,1.069,1.487,0,13.731,79.333,6.739,1.229,0
2,3.333,1.019,69.467,1.047,-0.719,0,11.603,64.222,5.997,1.237,0
-1.5,25,1.19,74.95,1.019,-3.379,0,11.715,74.833,7.155,1.048,0
-12,31.111,1.262,88.533,0.985,-0.237,0,12.355,87.111,6.097,1.184,0
-6,22.917,1.15,71.354,1.019,-1.065,1,12.28,67,5.233,1.058,0
3.5,11.667,0.972,76.517,1.002,-1.738,0,11.995,63,7.055,1.298,0
4.5,0,0.854,73.88,0.975,-2.523,0,12.023,69.222,6.085,1.148,0
-7.5,22.951,1.163,79.869,1.028,0.34,0,11.987,83.111,5.15,1.252,0
2,18.182,1.005,69.273,1.01,-3.789,0,19.758,69.273,7.375,1.025,0
1.5,12.121,1.108,74.303,1.042,-1.28,0,11.748,75.611,5.52,1.157,0
-3,16.667,0.995,80.667,1,-1.024,0,12.447,83,5.656,1.351,0
1.5,14.286,1.07,71.214,1.021,-1.946,0,15.877,71.214,5.836,1.144,0
3,0,0.966,74.438,1.044,-1.5,0,14.004,74.438,6.503,1.244,0
2,14.815,1.109,79.926,1.04,-0.648,0,12.73,79.944,6.089,1.271,0
1.5,20,1.083,79.933,0.982,-0.797,0,15.255,79.933,6.296,1.086,0
4,7.692,0.946,69.308,1.024,-2.842,0,17.904,69.308,7.216,1.063,0
-3,23.529,1.17,74.5,1.02,-0.088,0,12.989,65.056,5.735,1.197,0
5,5,1.035,74.65,1.018,-2.964,0,12.924,72.056,6.279,1.292,0
0.5,7.813,0.929,77.281,0.991,-1.347,0,12.501,83.389,5.326,1.085,0
0,15.385,1.107,76.923,1.015,-1.562,0,17.414,76.923,5.385,1.178,0
2.5,16.667,1.123,80.917,0.999,-1.918,0,19.045,80.917,5.669,1.102,0
0,10.526,0.965,67.947,0.992,-2.121,0,12.907,66.556,6.473,1.158,0
-5,22.857,1.071,75.943,1.014,-0.786,0,13.005,73.167,6.356,1.124,0
0.5,16.327,1.042,79.041,0.971,-3.252,0,12.971,83.889,6.148,1.152,0
2.5,10.714,0.941,69.857,0.968,-2.589,0,12.981,67,6.652,1.021,0
-2,15.789,1.132,77.789,0.999,-3.218,0,13.837,76.778,5.827,1.088,0
1,0,0.998,77.875,1.045,-1.941,0,14.357,71.167,6.327,1.222,0
0,13.333,1.039,65.733,0.987,-3.691,0,16.469,65.733,6.229,1.209,0
-10,21.538,1.12,81.108,0.988,-0.622,0,14.543,82.5,6.133,1.2,0
1.5,4,0.886,70.8,0.984,-2.061,0,14.507,65.611,4.67,1.733,0
-3,15.625,1.029,69.531,1.01,-2.003,0,14.632,74.056,6.002,1.285,0
1,12,1.054,70.38,1.003,-2.967,0,14.852,67.944,5.596,1.043,0
1.5,0,0.907,68.448,1,-2.369,0,15.103,66.389,6.357,1.212,0
0,12.5,1.018,82.406,1.004,-1.319,0,15.161,77.167,6.259,1.124,0
0.5,11.207,1.015,78.25,1.002,-2.355,0,15.425,65.444,6.486,1.13,0
1,5.66,0.965,79.547,1.02,-2.282,0,15.532,74.444,5.874,1.275,0
2.5,12.5,1.063,77.25,0.997,-2.389,0,15.483,81.722,5.406,1.591,0
-0.5,12.821,1,72.103,0.997,-2.75,0,15.406,72.056,6.056,1.161,0
-2,15.385,1.092,82.038,0.994,-0.452,0,14.947,80.444,5.394,1.114,0
-1,11.111,0.966,82.296,0.973,-2.507,0,15.012,86.667,6.435,1.025,0
-7,25,1.026,85.5,0.996,1.656,0,15.218,91.333,5.901,1.257,0
-0.5,15.556,1.114,79.6,1.015,-1.89,0,14.903,80.222,6.078,1.239,0
-0.5,14.865,1.057,76.419,0.987,-2.402,0,15.187,83.444,5.822,1.015,0
-1,18.182,1.039,88.636,0.996,-3.381,0,14.985,90.889,5.988,1.167,0
-2,14.286,1.01,84.321,0.99,-1.77,0,14.909,82.722,6.524,1.11,0
3,0,0.932,66.739,1.051,-2.27,0,14.935,67.889,5.898,1.16,0
2.5,9.231,0.935,73.015,0.985,-3.909,0,15.32,63.333,5.806,1.285,0
3,15.873,1.136,76.008,1.034,-1.612,0,15.574,72.167,6.368,0.984,0
0,16.667,1.173,83.278,1.035,-1.496,0,15.537,78.444,5.873,1.18,0
-3,21.739,1.089,82.261,0.976,-0.464,0,15.5,82.556,6.005,1.161,0
-3,27.273,1.066,93.818,0.985,-0.135,0,24.907,93.818,6.13,1.197,0
-2,20,1.095,75.686,1.001,-1.498,0,15.158,67.444,5.129,1.142,0
-3,14.706,1.004,83.853,0.991,-3.097,0,15.549,86.944,6.309,1.255,0
-1,6.25,0.991,97,0.988,-1.238,0,17.753,97,5.498,1.288,0
-1,16.129,1.067,80.323,1.016,-1.151,0,15.928,82.833,6.287,1.087,0
2.5,27.586,1.218,76.914,1.01,-1.07,0,15.358,75.778,5.445,1.214,0
1,7.5,1.019,77.525,1.044,-1.303,0,15.394,75.944,5.923,1.323,0
2,13.793,0.957,82.759,0.983,-2.709,0,15.397,83.667,5.973,1.179,0
4,8.772,1.018,78.158,1.005,-2.694,0,15.389,70.5,6.009,0.962,0
-3.5,21.875,1.217,84.375,1.03,-0.279,0,15.056,83.833,6.007,1.078,0
-6,28.571,1.132,79.952,0.955,-0.342,0,15.25,84.722,6.465,1.056,0
-4.5,19.565,1.087,79.87,0.991,-1.867,0,15.395,79.5,5.327,1.349,0
1,7.143,0.841,97.357,0.968,-3.948,0,19.802,97.357,5.764,1.272,0
-1,15.385,0.983,74.846,1.013,-1.177,0,15.454,69,6.783,1.176,0
-1,16.667,0.985,73.917,1.011,-2.104,0,23.424,73.917,5.958,1.144,0
11,7.813,0.991,72.797,1.023,-1.336,0,15.847,71.556,5.924,1.067,0
2,5.882,0.972,70.765,0.994,-2.573,0,16.664,70.765,5.812,1.011,0
-2,17.778,1.024,77.689,0.987,-1.061,1,15.915,79.333,6.426,1.117,0
-1,13.333,1.018,81.067,0.983,-2.29,0,16,76.667,6.304,1.088,0
-6.5,13.953,0.942,78.884,0.989,-1.564,0,15.943,78.667,5.878,1.243,0
-6,12.977,1.047,82.71,0.994,-1.18,0,15.653,79.389,6.562,0.917,0
1.5,11.111,0.921,78.926,0.95,-3.346,0,16.12,80.111,5.709,1.139,0
1,10.112,1.028,72.697,1.017,-1.671,0,16.023,68.167,5.942,1.249,0
-3,35.714,1.431,85.5,1.049,0.296,0,15.751,85.556,6.318,1.173,0
-0.5,10.345,1.051,81.103,1.024,-1.107,0,15.706,78.556,5.409,1.243,0
2.5,6.897,0.895,76.069,1.011,-1.532,0,15.931,80.611,6.177,1.26,0
1.5,0,0.8,79.278,0.972,-4.369,0,15.768,79.278,5.693,1.424,0
3.5,4.167,0.922,79.833,0.996,-3.074,0,15.863,73.444,6.132,1.207,0
4.5,8.14,0.971,82.628,1.021,-1.398,0,15.643,76.833,5.171,1.874,0
3,8.333,1.037,79.333,0.992,-1.281,0,15.547,75.722,5.054,1.217,0
4,6.061,1.049,71.576,1.027,-1.859,0,15.619,65,5.622,1.06,0
1,15,1.019,80.05,1.005,-0.788,0,15.707,77.167,5.707,1.247,0
-4.5,28,1.18,82.8,1.009,-0.749,0,14.943,85.167,6.061,1.214,0
-1.5,23.077,1.187,82.846,0.968,0.555,0,20.533,82.846,6.173,1.016,0
0.5,12.5,1.081,80.313,1.046,-0.963,0,16.775,80.313,6.186,1.015,0
-1,9.412,1.047,78.2,0.998,-2.148,0,15.02,78.278,6.066,1.242,0
0,10.345,0.991,83.966,1.021,-1.029,0,15.097,82.111,6.034,1.122,0
1,4.167,0.931,67.833,0.936,-0.775,0,14.993,68.667,6.047,1.125,0
1,7.407,0.93,81.259,0.985,-2.859,0,14.993,80.778,6.012,1.051,0
0,25,1.119,79.667,1.023,-0.379,0,14.986,77.667,6.042,1.137,0
-2,17.5,1.068,84.1,0.995,-1.328,0,14.943,90,6.081,1.484,0
1,4.545,0.83,85.091,0.996,-3.729,0,14.982,85.833,5.612,1.165,0
1,11.538,1.05,70.885,1.015,-2.53,0,14.981,75.722,5.337,1.327,0
0,13.333,0.925,72.533,0.993,-2.093,0,18.279,72.533,5.525,1.147,0
0.5,11.111,1.135,80.778,1.034,-1.448,0,14.951,80.778,5.411,1.079,0
-0.5,13.333,0.957,75.2,0.969,-1.257,0,17.799,75.2,5.939,1.15,0
5,10.204,0.947,78.184,0.986,-3.313,0,15.3,77.111,6.239,1.05,0
-1,19.231,1.065,91.077,1.004,0.52,0,15.214,95.611,5.369,1.276,0
-1.5,17.647,1.119,82.147,1.005,-1.477,0,15.321,81.333,5.771,1.016,0
6.5,3.704,0.909,76.111,1.009,-2.84,0,15.666,79.222,6.023,1.242,0
5,0,0.836,80.097,0.973,-2.795,0,15.11,82.611,5.923,1.245,0
-3.5,13.333,1.115,75.289,1.027,-1.292,0,15.058,80.389,5.809,1.3,0
4,8.333,0.928,79,0.96,-3.607,0,15.091,80.944,5.417,1.316,0
10.5,17,1.091,82.16,1.003,-2.414,0,15.27,74.944,5.601,1.053,0
5.5,12.821,0.996,67.513,0.991,-4.674,0,14.989,67.944,6.928,1.166,0
-2,19.048,1.03,85.333,0.969,-1.162,0,15.458,86.5,6.284,1.156,0
-2.5,20.513,1.099,82.795,1.014,-0.965,0,15.715,86.333,5.589,1.127,0
-2,25,1.178,86.417,1.013,1.322,0,22.989,86.417,5.584,1.228,0
-4,21.875,1.021,66.188,0.994,-0.523,0,15.499,71.222,5.939,1.08,0
2,0,1.054,86.462,1.051,-0.815,0,20.866,86.462,5.712,1.298,0
-2,14.894,1.042,83.255,0.978,-1.303,0,15.26,85.167,5.718,1.164,0
-8,28.261,1.221,82.109,1.014,-0.153,0,15.355,81.167,6.904,0.933,0
-1.5,16,1.1,82.82,0.991,-1.987,0,15.185,85.333,7.053,1.325,0
-1,18.182,1.085,73.455,1.027,-0.745,0,16.55,74.667,6.729,1.132,0
-1,19.048,1.108,82.19,1.033,-1.789,0,16.112,79.667,6.036,1.219,0
-1,7.143,0.955,76.786,1.023,1.141,0,20.63,76.786,5.669,1.111,0
-7,17.143,1.078,84.186,1.009,-0.066,0,17.168,76.611,6.688,1.305,0
