"FULL_Charge","FULL_AcidicMolPerc","FULL_AURR980107","FULL_DAYM780201","FULL_GEOR030101","FULL_OOBM850104","NT_EFC195","AS_MeanAmphiMoment","AS_DAYM780201","AS_FUKS010112","CT_RACS820104","CLASS"
-3.5,19.608,1.036,78.863,0.987,-1.685,0,0.509,83.556,6.446,1.055,0
0,0,0.904,94.455,0.955,-2.285,0,0.687,94.455,5.983,1.302,0
2,0,0.825,65.154,1.009,-2.303,0,0.882,65.154,4.994,1.431,0
4.5,12.5,0.952,83.75,0.981,-1.998,0,0.726,86.167,6.507,1.139,0
-1.5,16.667,1.09,96.042,1.003,-2.149,0,0.623,95.889,6.137,1.232,0
-3,23.81,1.067,82.381,0.999,-2.4,0,0.668,80.944,6.901,1.191,0
0.5,11.538,1.072,74.846,1.014,-2.599,0,0.573,76.278,6.269,1.025,0
1,11.111,0.959,71.926,0.957,-3.302,0,0.434,72.778,5.097,1.53,0
-2,9.091,1.041,84.727,1.001,-2.34,0,0.432,83.889,5.958,1.039,0
2.5,7.5,0.984,76.075,1.003,-2.287,0,0.522,68.611,6.766,1.131,0
-1,10.345,0.993,80.345,1.028,-2.953,0,0.432,80.889,5.783,1.267,0
-1,10.345,0.92,98.207,0.976,-0.633,0,0.411,103.167,5.747,1.185,0
-2,15.152,1.001,79.606,0.993,-2.53,0,0.293,82.778,5.933,1.004,0
2,8.333,0.954,71.917,0.976,-2.099,0,0.184,69.389,5.113,1.094,0
2,11.538,1.088,70.038,1.004,-1.57,0,0.328,75.611,5.854,1.204,0
0,21.429,1.255,86.107,1.008,-1.391,0,0.347,85.611,5.173,1.02,0
-1.5,11.111,1.087,73.444,1.033,-1.291,0,0.454,77.167,6.664,1.295,0
1,4.167,0.959,71.708,0.977,-2.272,0,0.296,74.444,5.808,1.382,0
-3.5,20.588,1.042,78.324,1.002,-1.851,0,0.504,85.389,6.349,1.323,0
-4,24.138,1.162,79.517,1.013,-2.257,0,0.375,81.444,6.04,1.09,0
2,14.815,1.084,77.259,1.015,-1.724,0,0.561,81.444,5.535,1.04,0
1.5,0,0.879,94.759,0.996,-0.626,0,0.427,97.667,6.209,1.21,0
-1.5,20,1.065,88,1.002,-0.905,0,0.184,88,5.629,1.189,0
7.5,13.483,1.079,77.494,1.004,-1.676,0,0.227,75.333,5.898,1.064,0
-2,10.377,1.042,76.132,1,-1.229,0,0.266,71.111,6.402,0.943,0
-2,25,1.174,67.5,0.986,-3.927,0,0.251,67.5,6.281,1.138,0
1.5,10,0.953,80.75,0.978,-4.459,0,0.106,82.111,6.061,1.361,0
-0.5,10.204,1.089,71.673,1.02,-1.473,0,0.43,73.333,6.367,1.24,0
-1,14.286,0.92,85.667,0.986,-2.898,0,0.355,83.056,5.779,1.39,0
3,7.407,1.004,82.333,1,-2.547,0,0.375,84.222,5.852,1.012,0
-2,17.647,1.031,82.588,1.002,-2.506,0,0.35,82.588,6.489,1.197,0
2,5,1.072,81.7,1.006,-3.125,0,0.512,78.556,5.036,1.128,0
2,9.524,0.924,87.095,1.006,-1.645,0,0.689,81.278,5.78,1.137,0
-0.5,13.333,1.148,97.2,0.98,0.941,0,0.433,97.2,5.039,1.096,0
-1,7.143,0.884,77.929,0.981,-0.504,0,0.758,77.929,5.506,1.249,0
-7,23.256,1.093,79.605,1.005,-0.84,0,0.652,76.167,6.454,1.087,0
-2.5,23.684,1.234,80.211,1.015,0.027,0,0.66,70.889,5.758,1.19,0
-4,20,1.205,90.8,1.043,0.941,0,0.526,92.611,5.686,1.285,0
0.5,12.821,1.052,82.41,1.015,-2.384,0,0.668,83.722,6.107,1.238,0
0,9.091,0.872,82.364,1.003,-1.14,0,0.957,82.364,5.046,1.233,0
0,15,1.016,74.1,1.029,-1.84,0,0.721,72.556,5.768,1.327,0
-4,15.625,1.081,81.938,1.002,-0.269,0,0.793,86.667,6.453,1.043,0
4,17.391,1.084,81.174,1.008,-1.233,0,0.845,81.167,6.538,1.064,0
-0.5,13.889,1.027,74.333,0.961,-2.135,0,0.733,69.056,4.737,1.449,0
1.5,13.208,0.987,74.887,0.996,-2.507,0,0.792,83.722,5.692,1.056,0
-5,17.949,1.07,85.769,1.001,-2.099,0,0.701,82.611,5.284,1.143,0
-3,16.667,1.044,84,0.987,-2.653,0,0.927,84.389,6.099,1.248,0
-0.5,9.091,1.25,85.182,0.988,-0.811,0,1.236,85.182,6.127,0.96,0
6.5,0,0.944,77.404,0.97,-1.945,0,1.143,82.333,5.163,1.118,0
2,6.25,1.089,77.375,0.995,-2.629,0,1.083,79.889,6.208,1.178,0
0.5,10.345,1.004,69.897,1.06,-0.175,0,1.007,71.5,5.106,1.176,0
-3.5,20,1.064,76.92,0.983,-2.412,0,1.159,75.5,6.246,1.079,0
0,12.5,1.014,82.875,1.001,-1.088,0,0.963,82.875,5.431,1.117,0
-1.5,16,1.173,84.72,1.029,0.36,0,1.011,87.889,4.901,1.136,0
-3,14.516,1.035,73.419,1.028,-0.963,0,1.111,69.5,6.435,1.043,0
-2,19.231,1.116,76.038,1.01,-1.132,0,0.998,72.056,5.87,1.339,0
-1,21.429,1.057,90.571,0.96,-3.191,0,1.525,90.571,6.081,1.063,0
5.5,8,0.966,71.8,1.012,-2.457,0,1.079,70.833,6.123,1.097,0
2,11.538,1.085,83.346,1.01,-1.452,0,1.204,85.889,5.731,1.182,0
-4,20.833,1.021,78.583,0.995,-1.739,0,1.351,75.111,5.856,1.168,0
-3,21.739,1.1,73.826,0.984,-2.595,0,1.303,72.278,5.808,1.083,0
0,9.756,1,73.78,1.03,-1.18,0,1.398,72.111,6.038,1.269,0
2,0,0.848,74.455,1.029,-4.045,0,1.402,74.5,6.644,1.316,0
3,8,0.947,71.16,0.993,-2.196,0,1.209,72.056,6.051,1.142,0
-4,20,1.103,82.7,0.996,-0.475,0,1.195,85.167,6.154,1.06,0
2.5,10,1.006,81.833,0.981,-2.11,0,0.964,79,5.202,1.032,0
1,15.385,1.065,82.115,1.006,-0.723,0,0.936,86.333,6.424,1.215,0
0,12.121,1.095,72.273,1.025,-1.691,0,0.969,78.222,5.847,1.249,0
-6,24.324,1.206,73.919,1.012,0.675,0,0.986,75.778,5.957,1.091,0
1.5,7.143,0.914,82.214,0.969,-2.244,1,1.267,82.214,5.024,1.168,0
0.5,15,1.039,65,1.006,-2.824,0,1.101,66.889,6.056,1.285,0
3,4.545,0.873,80.091,0.991,-0.787,0,1.325,75.056,5.577,1.493,0
-3,16,1.031,77.72,0.996,-0.898,0,1.561,79.778,6.494,1.249,0
2,11.111,0.925,66.056,0.993,-1.372,0,1.204,66.056,4.864,1.518,0
2.5,8.333,1.073,69.833,1.002,-3.253,0,2.127,69.833,6.102,1.041,0
1.5,13.793,1.052,79.207,0.999,-1.433,0,1.506,77.833,5.422,1.306,0
-2.5,16.162,1.012,79.727,0.974,-2.904,0,1.515,75.222,6.579,1.007,0
-1,16.667,0.969,73.167,1.056,1.26,0,1.671,73.167,6.389,1.326,0
0,17.391,1.134,74.87,1.015,-0.104,0,0.894,73.056,6.706,1.469,0
3,13.333,1.093,70.911,1.041,-1.752,0,0.911,66.833,6.489,1.124,0
-1,15,1.129,82.65,0.995,-0.315,0,0.518,80.278,5.591,1.078,0
-1,13.333,1.07,82.6,1.033,-1.974,0,0.667,82.6,5.033,1.135,0
-2,11.111,0.994,81.037,1.005,-2.919,0,0.65,74.556,6.981,1.005,0
-0.5,11.475,1.056,83.59,1.004,-1.472,0,0.972,80.556,6.052,1.267,0
2,5.882,0.902,72.353,1.032,-2.053,0,0.965,72.353,6.191,1.329,0
2,3.571,0.929,84.321,1.038,-0.669,0,0.923,76.778,5.967,1.332,0
-3,12.5,0.961,92.656,1.009,1.16,0,0.982,97.833,4.859,1.172,0
-4,21.429,1.165,76.321,1.024,-1.043,0,0.505,72.222,6.507,1.066,0
2,4.545,0.986,80,1.014,-1.311,0,0.713,79.778,5.302,1.2,0
1,0,1.153,79,0.99,-2.936,0,1.19,79,5.238,0.92,0
4.5,18.75,1.286,75.813,1.052,-0.633,0,0.61,75.813,5.763,1.078,0
-6,35.294,1.182,85.706,0.986,-0.394,0,0.535,85.706,5.635,1.083,0
4,0,0.841,62.778,1.007,-1.794,0,0.465,62.778,5.844,1.439,0
-1,12,0.96,87.88,0.991,-2.856,0,0.581,91.778,5.768,1.044,0
-2,30.769,1.238,82.538,1.037,0.399,0,0.647,82.538,5.314,1.254,0
4.5,6.452,0.916,80.613,0.996,-0.982,0,0.646,92.444,5.967,1.404,0
-3,13.043,1.005,72.348,1.029,-1.401,0,0.607,72.389,6.179,1.111,0
-0.5,13.445,1.026,73.286,0.996,-1.601,0,0.646,73.944,5.638,0.969,0
1,12.5,1.067,83.375,1.026,-2.029,0,0.307,83.375,5.818,0.923,0
-0.5,16.667,1.066,84.208,0.997,-1.893,0,0.411,82.833,5.775,1.074,0
1,23.077,1.16,80.185,1.025,-1.263,0,0.385,88.444,6.527,1.074,0
3,7.692,1.082,78.615,1.022,-2.674,0,0.264,78.615,6.693,1.053,0
-3,21.429,1.17,73.714,1,-1.416,0,0.175,73.611,6.712,1.042,0
2.5,9.091,1.015,76.227,1.024,-2.717,0,0.173,74.889,6.59,1.055,0
0.5,14.286,1.057,82.571,1.008,-2.53,0,0.356,84.833,5.54,1.085,0
-2,11.765,0.985,78.471,0.955,-1.314,0,0.128,78.471,5.365,1.262,0
-2,25,1.108,91,1.017,-1.681,0,0.443,91,6.761,1.17,0
-2.5,19.048,1.066,75.714,1.001,-0.936,0,0.578,86.611,5.128,1.38,0
6.5,13.793,0.964,78.879,0.974,-3.506,0,0.567,81.5,5.891,1.175,0
-1.5,3.125,1.168,83.219,1.015,-0.518,0,0.611,90,5.236,1.397,0
0,25,1.194,76.25,1.005,-2.308,0,0.902,76.25,7.269,1.033,0
3,4.444,0.956,73.467,1.005,-2.278,0,0.455,74.444,5.946,1.332,0
-6,39.13,1.375,88.696,1.011,0.541,0,0.434,88.5,6.371,1.103,0
-0.5,6.667,0.982,82.467,0.989,-3.583,0,0.41,82.467,5.296,1.214,0
3,5.263,0.954,68.421,1.008,-3.893,0,0.47,70,6.704,0.95,0
-2.5,10.714,1.029,79.464,0.984,-0.023,0,0.179,77.333,5.148,1.335,0
2,18.182,0.997,83.227,1.004,-3.457,0,0.156,84.333,6.412,1.06,0
-3,23.529,1.212,92.706,0.967,0.113,0,0.138,92.706,5.855,1.277,0
-6,18.824,1.083,78.341,1.003,-1.988,0,0.265,78.389,6.688,1.552,0
2,6.667,1.003,80.2,0.969,-3.857,0,0.449,80.2,7.373,1.008,0
-2.5,11.321,1.031,75.283,1.003,-2.488,0,0.686,64.833,6.048,0.933,0
1.5,9.091,1.046,74.182,1.016,-1.58,0,0.662,74.182,5.431,1.128,0
-0.5,7.692,1.002,78.487,1.019,-2.264,0,0.601,76.722,5.367,1.144,0
-0.5,7.143,1.055,79.643,1.015,-0.784,0,0.437,79.643,5.259,1.004,0
1,4.762,1.012,66.81,0.99,-2.989,0,0.541,68.167,5.838,1.213,0
0.5,25,1.178,79.583,1.016,-1.832,0,0.687,79.583,6.091,1.105,0
-2,9.677,1.001,71.968,1.018,-1.465,0,0.444,75,5.87,1.155,0
4,6.452,0.966,81.226,1.007,-2.052,0,0.31,85.5,6.668,1.203,0
1.5,15.789,0.998,80.421,1.002,-0.405,0,0.06,78.222,5.178,1.321,0
1,13.793,1.049,84.655,1.015,-2.507,0,0.228,91.889,5.929,1.273,0
-2,13.333,1.007,87.8,0.983,-2.477,0,0.207,87.8,6.243,1.348,0
-2,15,1.16,80.85,1.025,-1.161,0,0.183,81.778,6.729,1.163,0
2,0,0.956,83.636,1.016,-3.238,0,0.467,83.636,6.027,1.099,0
-1.5,14.286,1.008,66.464,0.983,0.449,0,0.266,67.944,4.599,1.466,0
-3.5,25,1.196,83.75,0.992,-0.487,0,0.307,79.222,6.179,1.185,0
2.5,10.811,1.008,78.27,0.997,-2.264,0,0.297,71.222,5.588,1.206,0
-2,20.833,1.062,69.208,1,0.64,0,0.167,71.833,5.486,1.343,0
-4,11.111,0.984,71.556,1.028,-1.687,0,0.219,71.389,6.402,1.194,0
0,5.882,0.938,81.706,0.974,-1.206,0,0.072,81.706,5.901,1.107,0
1,8.333,0.845,77.25,0.972,-4.973,1,0.285,77.25,5.724,1.12,0
1.5,16.981,1.11,69.151,1.021,-0.948,0,0.68,69.556,5.731,1.012,0
0,8.772,1.006,71.333,1,-1.24,0,0.815,72.611,5.018,1.334,0
-3,21.053,1.105,69.211,0.985,0.26,0,0.698,67.389,5.432,1.117,0
1.5,15.385,1.132,89.423,1.01,-1.618,0,0.648,89.222,5.662,1.067,0
1,9.091,1.027,79.773,0.981,-1.522,0,0.72,81.444,5.677,1.07,0
-9,22.34,1.13,85.426,1.002,-0.529,0,1.047,88.778,5.417,1.282,0
-1,21.212,1.087,78.939,1.039,0.353,0,0.877,81.167,6.062,1.151,0
-3.5,40,1.365,82.067,1.02,0.111,0,1.111,82.067,6.156,1.046,0
-3,21.053,1.169,94.684,1.018,-1.488,0,0.997,94.278,6.095,1.074,0
-2.5,30.769,1.255,85.462,1.007,1.734,0,1.505,85.462,5.861,1.122,0
-2,17.857,1.048,81.893,0.998,-1.763,0,0.985,87.444,6.249,1.131,0
5,8.824,1.011,71.324,1.021,0.324,0,0.87,63.278,5.032,1.335,0
0,18.75,0.982,85.125,0.977,-0.195,0,0.73,85.125,5.704,1.253,0
0,11.111,1.079,85.944,0.998,-3.011,0,0.6,85.944,6.271,1.107,0
0.5,0,1.082,71.929,0.999,-1.334,0,0.838,71.929,5.672,0.965,0
-2.5,13.889,0.918,77.333,0.948,-1.3,0,0.751,81.778,6.083,1.13,0
-2.5,29.412,1.201,68.294,1.001,1.236,0,0.817,68.294,5.679,1.37,0
-1,21.429,1.069,69.357,1.003,-0.245,0,1.06,69.357,5.563,1.598,0
-4,16.092,1.104,77.977,1.009,-2.005,0,0.939,72.222,6.024,1.186,0
1,11.111,0.913,84.778,1.008,-1.852,0,0.887,84.778,6.399,1.238,0
0.5,5.882,0.997,77.441,0.98,-2.413,0,0.612,75.056,5.753,1.134,0
-0.5,11.111,0.974,72.815,0.999,-0.433,0,0.782,71.056,6.369,1.277,0
2,9.091,1.023,71.564,1.001,-1.373,0,0.817,70,5.232,1.036,0
2,12,0.892,82,0.968,-3.379,0,0.641,75.889,6.021,1.145,0
1,14.286,1.079,78.5,1.024,-2.446,0,0.558,78.5,5.904,1.219,0
-1.5,15.385,1.129,82.769,0.996,-0.693,0,0.771,82.769,6.058,1.012,0
4,0,0.869,69,1.013,-2.249,0,0.832,69,6.005,1.268,0
3,10.811,1.056,71.108,1.035,-2.504,0,0.501,67.389,6.016,1.089,0
0,4.762,1.06,100.476,1.006,-1.272,0,0.356,99.333,6.008,1.192,0
-1,15.789,1.177,84.474,1.013,-2.648,0,0.164,86.444,6.105,0.977,0
0,12.5,1.093,79.125,1.033,-1.173,0,0.434,79.125,6.04,1.144,0
11.5,8.421,0.999,84.8,1.018,-1.029,0,0.892,76.5,5.738,1.155,0
3.5,12,1.066,66.44,1.043,-1.798,0,0.766,68.111,5.646,1.255,0
4,4.545,0.866,73.273,0.968,-3.768,0,0.746,71.444,5.944,1.035,0
-0.5,8.333,1.082,67.333,1.087,2.901,0,1.093,67.333,5.266,1.204,0
-1.5,17.5,1.069,79.775,0.991,-2.43,0,0.98,73.722,5.576,1.429,0
1,6.25,0.84,66.063,0.992,0.017,0,0.939,66.063,5.584,1.299,0
-3.5,13.043,1.04,86.783,1.019,0.126,0,0.896,85.944,5.051,1.173,0
2,11.538,0.999,77.462,0.989,-2.852,0,0.94,74.278,6.603,1.119,0
-3.5,20,1.061,73.967,1.031,0.134,0,1.217,73.5,6.963,1.223,0
-1,17.647,1.045,81.353,1.022,0.329,0,1.116,81.353,5.703,1.312,0
2.5,3.571,0.985,80.179,1,-2.197,0,1.01,75.389,6.252,1.195,0
1,10,1.008,71.85,1.046,-3.435,0,0.745,71.056,5.884,1.116,0
1.5,15,1.017,73.725,0.99,-2.715,0,1.151,73.111,6.593,1.196,0
4.5,11.111,0.999,73.2,1.001,-1.99,0,1.153,77.944,5.73,1.122,0
-2,20,1.014,75.333,0.952,1.219,0,1.074,75.333,4.095,1.133,0
0,13.333,1.031,82.817,1.012,-0.362,0,1.398,87.278,6.269,1.252,0
2.5,11.667,0.96,74.733,1.005,-0.481,0,1.37,69.278,5.861,1.189,0
0,12,1.047,75.2,1.024,-1.835,0,1.202,74.611,5.847,1.37,0
8,8.511,1.097,74.745,1.013,-1.237,0,1.281,67.222,5.744,1.337,0
-1,13.636,0.987,81.5,0.991,-0.83,0,1.412,80.944,5.117,1.175,0
-0.5,14.286,1.053,87.714,1.004,-1.808,0,1.562,87.714,5.436,1.243,0
-2.5,17.143,1.029,76.286,0.988,-2.359,0,1.273,76.889,6.327,1.136,0
-2.5,13.793,1.023,90.724,0.982,-0.466,0,1.04,98.556,5.908,1.343,0
-2,12.295,1.005,79.984,0.99,-2.446,0,0.979,84.667,5.551,1.195,0
0.5,12.5,1.071,84.969,1.007,-0.982,0,0.9,82.444,5.749,1.209,0
2,7.692,1.056,78.154,0.982,-4.423,0,1.021,78.154,6.585,0.936,0
6.5,0,0.941,78.133,1.014,-2.991,0,0.615,78.133,6.319,1.271,0
-1,16.667,1.12,82,1.015,-0.6,0,0.879,86.611,5.964,1.071,0
-1,17.647,1.171,81.794,1.016,-1.545,0,0.726,83.778,6.652,0.989,0
-5.5,23.913,1.376,74.196,1.042,-0.634,0,0.657,76.611,5.959,0.95,0
0,8.333,0.967,90.25,0.975,-2.995,0,0.878,90.25,5.928,1.15,0
0,10,1.026,78.733,1.025,-2.984,0,0.583,72,7.006,1.232,0
-2,28.571,1.22,83.571,1.01,-1.745,0,0.709,85.167,6.142,1.192,0
6,11.957,1.113,79.75,1.024,-0.803,0,0.924,84.333,5.604,1.125,0
-1,13.636,0.948,80.409,1.004,-3.09,0,0.802,78.167,6.068,1.023,0
2,7.692,0.942,65.128,0.976,-3.331,0,0.545,65.5,6.182,1.05,0
2,6.25,0.902,91.688,0.963,-1.916,0,0.458,91.688,5.406,1.188,0
-6,19.048,1.09,87.19,1.003,-0.233,0,0.633,90.389,5.393,1.138,0
1.5,10.811,0.979,73,1.016,-1.833,0,0.901,72.167,5.673,1.215,0
12,7.143,1.016,76.095,1.022,-1.923,0,0.861,70.722,6.28,1.144,0
5.5,6.522,0.933,79.63,0.989,-1.091,0,0.489,85.444,5.79,1.324,0
7,10,0.871,80.55,0.951,-8.011,0,0.575,78.778,6.628,1.061,0
4.5,6.667,0.88,93.6,0.991,-1.17,0,0.757,97.667,5.099,1.376,0
-0.5,8.696,0.975,70.217,0.979,-2.059,0,0.694,79.667,5.535,1.26,0
-4,19.231,1.157,86,1,-1.348,0,0.562,79.778,5.991,1.276,0
4.5,4.167,0.922,65.417,0.957,-4.563,0,0.774,59.222,6.045,1.157,0
4,10.811,0.884,77.622,0.977,-3.963,0,0.671,72.722,6.514,1.096,0
-8,16.667,1.075,76.067,1.021,-0.069,0,0.501,78.5,6.398,1.415,0
2,12.903,1.122,86.323,1.008,-1.142,0,0.251,80.667,6.367,1.185,0
5,4.167,0.952,78.708,1.009,-3.375,0,0.286,78.667,5.824,1.3,0
1,12,0.985,74.32,1,-1.986,0,0.421,74.444,5.887,1.056,0
2.5,11.864,0.996,72.22,0.994,-2.255,0,0.561,63.944,5.777,1.123,0
2,0,0.883,70.154,1.093,-0.801,0,0.139,70.154,6.033,1.195,0
1.5,9.091,0.989,77.288,1.009,-1.705,0,0.384,79.389,5.729,1.113,0
-2,19.231,1.101,86.692,0.995,-1.907,0,0.472,87.389,5.433,1.195,0
2,5.882,1.036,89,0.989,-2.275,0,0.465,89,6.102,1.106,0
-1,8.696,1.09,79.478,0.984,-2.54,0,0.388,82.167,5.766,1.054,0
0.5,13.131,1.042,75.061,1.009,-2.52,0,0.329,78.722,6.347,1.082,0
-1,8.696,0.933,76.261,0.99,-2.914,0,0.255,80.611,6.584,1.173,0
-4,17.391,1.146,84.913,1.004,-2.421,0,0.269,92.389,5.496,1.128,0
-3,14.286,1.063,73.786,1.007,-1.842,0,0.282,78.944,5.738,1.206,0
-2,22.222,0.983,91.222,0.962,-2.705,0,0.178,91.222,5.894,1.35,0
10,4.762,0.976,73.071,0.99,-1.474,0,0.394,77.056,5.217,1.19,0
-2.5,15.556,0.991,80.8,1.002,-1.086,0,0.31,79.5,6.884,1.217,0
3,17.143,1.201,79.914,1.012,-0.663,0,0.538,73.5,6.311,1.142,0
2,4.545,0.868,74.227,0.991,-2.396,0,0.346,70.333,5.642,1.23,0
2,9.091,0.992,79.939,0.991,-3.284,0,0.289,78.944,5.005,1.1,0
1,2.439,0.941,65.854,1.067,0.548,0,0.259,62.722,5.823,1.182,0
2,12.5,1.056,77.688,1.003,-2.34,0,0.043,77.688,6.479,1.077,0
5,12.821,1.041,86.077,1.011,-1.527,0,0.257,87.389,5.703,1.392,0
0.5,18.75,1.005,73.813,0.983,-1.355,0,0.274,61.833,5.883,1.422,0
-1,11.111,1.021,72.993,1.007,-1.863,0,0.332,70.167,5.534,1.148,0
1.5,9.091,1.095,77.455,1.028,-1.465,0,0.313,76.222,5.996,1.037,0
-2,19.231,0.989,94.192,0.95,-2.45,0,0.318,96.278,6.185,1.139,0
-1.5,11.2,1.07,78.224,1.015,-1.667,0,0.374,80.167,5.649,1.112,0
0,11.765,1.079,77.647,1.033,-1.875,0,0.386,77.647,6.669,1.151,0
3.5,12.5,1.035,70,1.032,-1.581,0,0.378,70,6.023,1.177,0
-6,33.333,1.24,87.074,1.018,1.009,0,0.544,83.278,6.216,1.35,0
2,3.704,0.944,74.074,1.021,-2.358,0,0.763,88.5,5.387,1.281,0
-2,22.222,1.072,75.667,1.031,-0.274,0,0.53,75.667,5.577,1.112,0
3.5,0,0.962,76.263,1.051,-3.076,0,0.512,77.389,5.687,1.372,0
-2,14.474,1.105,83.487,1.025,-1.457,0,0.434,73.667,6.083,1.169,0
-6,30,1.243,83.45,1.016,-1.363,0,0.455,84.222,6.847,1.156,0
-3,15.385,1.053,72.872,1.002,-1.667,0,0.382,77.333,5.727,1.059,0
-14.5,28.571,1.321,80.317,1.056,1.368,0,0.538,82.5,5.702,1.243,0
-6,35,1.224,92.7,0.963,0.046,0,0.417,90.667,5.737,1.067,0
1,21.818,1.189,77.527,1.04,0.311,0,0.579,72.444,5.761,1.057,0
0,3.704,0.956,78.889,1.023,-0.236,1,0.483,82.056,5.258,1.238,0
0,13.333,0.951,82.733,0.992,-2.838,0,0.56,82.733,6.141,1.31,0
1,9.375,0.89,88.094,0.979,-1.935,0,0.418,87.333,5.448,1.149,0
-3,38.462,1.187,87.077,1.004,0.154,0,0.858,87.077,6.405,1.196,0
2,10.526,0.943,80.895,0.982,-2.753,0,0.624,82.333,5.936,1.399,0
5,13.514,1.033,73.919,0.997,-4.39,0,0.466,75.944,6,1.197,0
1,14.286,1.016,77.071,0.996,-1.152,0,0.088,72.222,5.647,1.175,0
0,6.25,1.052,82.406,1.005,-2.102,0,0.24,84.056,6.264,1.076,0
1,2.632,0.908,79.316,1.019,-2.347,0,0.291,76.278,7.248,1.192,0
2,14.815,1.149,81.963,1.006,-0.65,0,0.495,80,5.146,1.057,0
0,11.111,0.876,79.722,0.972,-0.637,0,0.249,79.722,5.182,1.24,0
-1,21.739,1.112,77.913,0.989,-0.33,0,0.409,79,5.391,1.029,0
3,7.692,0.965,77.154,0.972,-2.711,0,0.374,79.833,5.386,1.095,0
-0.5,13.514,1.024,73.108,1.051,-1.816,1,0.504,75.5,4.771,1.266,0
1,11.765,1.064,69.353,1.043,-1.138,0,0.43,75.778,4.918,1.224,0
-7,40,1.343,94.3,1.007,0.511,0,0.424,97.167,6.038,1.027,0
-2,22.727,1.255,72.182,1.07,0.978,0,0.403,67.556,5.426,1.223,0
-1,4.762,0.991,81.214,0.989,-2.874,0,0.655,85.056,5.699,1.174,0
8.5,9.278,1.077,82.876,1.001,-2.045,0,0.486,83.333,5.845,1.025,0
-1,10,0.979,76.175,1.021,-1.785,0,0.397,77.667,6.314,1.112,0
-1,14.103,1.079,81.397,0.99,-2.444,0,0.375,72.444,6.467,1.093,0
-1,13.462,0.978,90.615,1.003,-0.866,0,0.283,86.778,6.033,1.198,0
0,10.526,0.952,78.263,0.973,-2.699,0,0.353,79.5,5.26,1.482,0
-2,16.129,1.064,87.194,0.988,-0.97,0,0.381,80.167,6.114,1.076,0
2,7.018,0.914,70.333,0.999,-2.568,0,0.493,75.556,5.701,1.276,0
-3,29.63,1.31,80.13,1.027,-1.501,0,0.523,78.278,6.951,0.985,0
-1,19.512,1.068,78.39,1.004,-1.844,0,0.528,84.278,6.721,1.155,0
2,4,0.924,61.2,1.046,-1.065,0,0.179,64.278,6.042,1.524,0
0.5,5.263,1.083,86.211,1.013,-1.814,0,0.088,88.278,5.175,1.152,0
-2,11.111,0.937,69.852,0.992,-1.601,0,0.213,73.778,7.022,1.142,0
-1,15.385,1.117,68.385,0.988,-1.673,0,0.295,68.833,5.048,0.954,0
4,0,0.866,78.056,1.023,-2.492,1,0.064,78.056,5.527,1.173,0
-2,11.321,1.013,79.094,0.994,-1.41,0,0.296,75.556,5.233,0.987,0
-1,18.182,1.093,78.727,1.012,-2.1,0,0.339,73.944,6.08,1.435,0
-0.5,13.333,0.988,76.233,0.987,-1.568,0,0.376,79.556,5.26,1.315,0
-2.5,13.462,1.083,78.173,0.984,-1.819,0,0.345,78.833,6.464,1.07,0
1.5,8.824,1.037,83.235,1.033,-1.487,0,0.16,84,6.458,1.341,0
1,15,1.11,81,1.004,-2.105,0,0.2,78.667,6.459,1.053,0
0,21.053,1.138,85.842,1.009,-0.855,0,0.252,83.944,6.174,1.087,0
3.5,6.452,1.02,70.935,1.046,-1.006,0,0.201,67.5,5.742,1.309,0
1,8,1.044,71.4,1.009,-1.114,0,0.301,73.778,5.084,0.991,0
-4,21.818,1.06,77.964,0.994,-1.309,0,0.246,81.278,6.531,1.058,0
-4,23.529,1.156,69.941,1.007,-1.477,0,0.142,69.941,5.753,1.086,0
0,0,1.264,86,1.031,-2.017,0,0.148,86,5.097,0.929,0
-1,10.169,0.941,80.475,0.993,-3.196,0,0.235,79.889,6.551,1.265,0
-1,11.111,0.926,79,0.963,-3.166,0,0.138,79,6.339,1.203,0
0.5,16.667,1.042,80.214,1.012,-2.01,0,0.213,80.556,5.938,1.175,0
-5,28.125,1.174,90.313,0.998,-0.994,0,0.102,83.778,6.373,1.091,0
-9,22.727,1.25,82.212,1.007,-0.331,1,0.224,94.667,6.251,1.095,0
-1,13.043,1.025,92.522,0.991,-0.446,0,0.043,94.167,5.943,1.326,0
3,2.703,0.872,75.892,1.037,-1.827,0,0.314,69.944,6.202,1.24,0
1,7.143,0.914,83.429,0.989,-3.289,0,0.09,83.429,5.429,1.148,0
-3.5,12.698,1.064,81.905,0.983,-1.263,0,0.208,88.889,5.665,1.103,0
-7.5,18.812,1.032,78.574,0.998,-0.987,0,0.475,76.5,5.117,1.191,0
3,6.25,0.926,72.813,1.005,-4.011,0,0.616,72.813,5.72,1.218,0
-1,16.667,1.08,85.361,0.998,-2.085,0,0.753,89.611,6.333,1.047,0
6,13.333,1.019,76.167,0.999,-2.175,0,0.774,71.167,6.704,1.263,0
-2,22.222,1.042,90.333,0.987,-1.569,0,0.555,90.333,6.332,1.224,0
4,6.122,0.923,80.102,1.006,-2.504,1,0.705,73.278,6.866,1.365,0
2.5,8,0.967,91.16,0.978,-1.38,0,0.575,92.278,5.441,1.232,0
0,12.5,1.028,79.422,0.993,-2.817,0,0.628,69.444,6.548,1.362,0
